"","gene","freq","hgnc_symbol"
"5103","ensg00000008405",0.275723830734967,"CRY1"
"5104","ensg00000039319",0.275723830734967,"ZFYVE16"
"5105","ensg00000102934",0.275723830734967,"PLLP"
"5106","ensg00000143393",0.275723830734967,"PI4KB"
"5107","ensg00000185262",0.275723830734967,"UBALD2"
"5108","ensg00000204138",0.275723830734967,"PHACTR4"
"5109","ensg00000239306",0.275723830734967,"RBM14"
"5110","ensg00000132286",0.275278396436526,"TIMM10B"
"5111","ensg00000170542",0.275278396436526,"SERPINB9"
"5112","ensg00000205060",0.275278396436526,"SLC35B4"
"5113","ensg00000251580",0.275278396436526,""
"5114","ensg00000072682",0.274832962138085,"P4HA2"
"5115","ensg00000109323",0.274832962138085,"MANBA"
"5116","ensg00000126106",0.274832962138085,"TMEM53"
"5117","ensg00000134452",0.274832962138085,"FBXO18"
"5118","ensg00000135314",0.274832962138085,"KHDC1"
"5119","ensg00000138640",0.274832962138085,"FAM13A"
"5120","ensg00000144231",0.274832962138085,"POLR2D"
"5121","ensg00000148803",0.274832962138085,"FUOM"
"5122","ensg00000170322",0.274832962138085,"NFRKB"
"5123","ensg00000249042",0.274832962138085,""
"5124","ensg00000092847",0.274387527839644,"AGO1"
"5125","ensg00000112977",0.274387527839644,"DAP"
"5126","ensg00000132768",0.274387527839644,"DPH2"
"5127","ensg00000148719",0.274387527839644,"DNAJB12"
"5128","ensg00000162407",0.274387527839644,"PLPP3"
"5129","ensg00000177542",0.274387527839644,"SLC25A22"
"5130","ensg00000197601",0.274387527839644,"FAR1"
"5131","ensg00000066135",0.273942093541203,"KDM4A"
"5132","ensg00000135457",0.273942093541203,"TFCP2"
"5133","ensg00000169902",0.273942093541203,"TPST1"
"5134","ensg00000196565",0.273942093541203,"HBG2"
"5135","ensg00000080603",0.273496659242762,"SRCAP"
"5136","ensg00000101187",0.273496659242762,"SLCO4A1"
"5137","ensg00000112679",0.273496659242762,"DUSP22"
"5138","ensg00000120690",0.273496659242762,"ELF1"
"5139","ensg00000137770",0.273496659242762,"CTDSPL2"
"5140","ensg00000146834",0.273496659242762,"MEPCE"
"5141","ensg00000148334",0.273496659242762,"PTGES2"
"5142","ensg00000151093",0.273496659242762,"OXSM"
"5143","ensg00000151718",0.273496659242762,"WWC2"
"5144","ensg00000156860",0.273496659242762,"FBRS"
"5145","ensg00000168397",0.273496659242762,"ATG4B"
"5146","ensg00000182552",0.273496659242762,"RWDD4"
"5147","ensg00000221867",0.273496659242762,"MAGEA3"
"5148","ensg00000116685",0.273051224944321,"KIAA2013"
"5149","ensg00000132819",0.273051224944321,"RBM38"
"5150","ensg00000163904",0.273051224944321,"SENP2"
"5151","ensg00000164916",0.273051224944321,"FOXK1"
"5152","ensg00000166181",0.273051224944321,"API5"
"5153","ensg00000100221",0.27260579064588,"JOSD1"
"5154","ensg00000101596",0.27260579064588,"SMCHD1"
"5155","ensg00000174791",0.27260579064588,"RIN1"
"5156","ensg00000177119",0.27260579064588,"ANO6"
"5157","ensg00000247240",0.27260579064588,"UBL7-AS1"
"5158","ensg00000109079",0.272160356347439,"TNFAIP1"
"5159","ensg00000113569",0.272160356347439,"NUP155"
"5160","ensg00000140262",0.272160356347439,"TCF12"
"5161","ensg00000174197",0.272160356347439,"MGA"
"5162","ensg00000177951",0.272160356347439,"BET1L"
"5163","ensg00000072135",0.271714922048998,"PTPN18"
"5164","ensg00000164933",0.271714922048998,"SLC25A32"
"5165","ensg00000260539",0.271714922048998,NA
"5166","ensg00000076928",0.271269487750557,"ARHGEF1"
"5167","ensg00000131188",0.271269487750557,"PRR7"
"5168","ensg00000143224",0.271269487750557,"PPOX"
"5169","ensg00000169220",0.271269487750557,"RGS14"
"5170","ensg00000178974",0.271269487750557,"FBXO34"
"5171","ensg00000182287",0.271269487750557,"AP1S2"
"5172","ensg00000187266",0.271269487750557,"EPOR"
"5173","ensg00000161999",0.270824053452116,"JMJD8"
"5174","ensg00000175595",0.270824053452116,"ERCC4"
"5175","ensg00000176095",0.270824053452116,"IP6K1"
"5176","ensg00000181192",0.270824053452116,"DHTKD1"
"5177","ensg00000090372",0.270378619153675,"STRN4"
"5178","ensg00000115419",0.270378619153675,"GLS"
"5179","ensg00000130821",0.270378619153675,"SLC6A8"
"5180","ensg00000134014",0.270378619153675,"ELP3"
"5181","ensg00000148154",0.270378619153675,"UGCG"
"5182","ensg00000149179",0.270378619153675,"C11orf49"
"5183","ensg00000179364",0.270378619153675,"PACS2"
"5184","ensg00000249087",0.270378619153675,"ZNF436-AS1"
"5185","ensg00000117528",0.269933184855234,"ABCD3"
"5186","ensg00000137824",0.269933184855234,"RMDN3"
"5187","ensg00000144567",0.269933184855234,"RETREG2"
"5188","ensg00000163138",0.269933184855234,"PACRGL"
"5189","ensg00000157538",0.269487750556793,"DSCR3"
"5190","ensg00000176986",0.269487750556793,"SEC24C"
"5191","ensg00000012983",0.269042316258352,"MAP4K5"
"5192","ensg00000065615",0.269042316258352,"CYB5R4"
"5193","ensg00000100744",0.269042316258352,"GSKIP"
"5194","ensg00000114480",0.269042316258352,"GBE1"
"5195","ensg00000125629",0.269042316258352,"INSIG2"
"5196","ensg00000126012",0.269042316258352,"KDM5C"
"5197","ensg00000171105",0.269042316258352,"INSR"
"5198","ensg00000205730",0.269042316258352,"ITPRIPL2"
"5199","ensg00000068831",0.268596881959911,"RASGRP2"
"5200","ensg00000102531",0.268596881959911,"FNDC3A"
"5201","ensg00000123908",0.268596881959911,"AGO2"
"5202","ensg00000136940",0.268596881959911,"PDCL"
"5203","ensg00000167930",0.268596881959911,"FAM234A"
"5204","ensg00000168067",0.268596881959911,"MAP4K2"
"5205","ensg00000250748",0.268596881959911,""
"5206","ensg00000101343",0.26815144766147,"CRNKL1"
"5207","ensg00000101955",0.26815144766147,"SRPX"
"5208","ensg00000116062",0.26815144766147,"MSH6"
"5209","ensg00000129691",0.26815144766147,"ASH2L"
"5210","ensg00000132356",0.26815144766147,"PRKAA1"
"5211","ensg00000143390",0.26815144766147,"RFX5"
"5212","ensg00000185347",0.26815144766147,"C14orf80"
"5213","ensg00000213462",0.26815144766147,"ERV3-1"
"5214","ensg00000116833",0.267706013363029,"NR5A2"
"5215","ensg00000134755",0.267706013363029,"DSC2"
"5216","ensg00000163349",0.267706013363029,"HIPK1"
"5217","ensg00000003249",0.267260579064588,"DBNDD1"
"5218","ensg00000078124",0.267260579064588,"ACER3"
"5219","ensg00000111684",0.267260579064588,"LPCAT3"
"5220","ensg00000115839",0.267260579064588,"RAB3GAP1"
"5221","ensg00000158669",0.267260579064588,"GPAT4"
"5222","ensg00000183576",0.267260579064588,"SETD3"
"5223","ensg00000263563",0.267260579064588,""
"5224","ensg00000072736",0.266815144766147,"NFATC3"
"5225","ensg00000105939",0.266815144766147,"ZC3HAV1"
"5226","ensg00000122026",0.266815144766147,"RPL21"
"5227","ensg00000146263",0.266815144766147,"MMS22L"
"5228","ensg00000149600",0.266815144766147,"COMMD7"
"5229","ensg00000151466",0.266815144766147,"SCLT1"
"5230","ensg00000186001",0.266815144766147,"LRCH3"
"5231","ensg00000240849",0.266815144766147,"TMEM189"
"5232","ensg00000052126",0.266369710467706,"PLEKHA5"
"5233","ensg00000177192",0.266369710467706,"PUS1"
"5234","ensg00000067369",0.265924276169265,"TP53BP1"
"5235","ensg00000090615",0.265924276169265,"GOLGA3"
"5236","ensg00000102189",0.265924276169265,"EEA1"
"5237","ensg00000106609",0.265924276169265,"TMEM248"
"5238","ensg00000151458",0.265924276169265,"ANKRD50"
"5239","ensg00000151498",0.265924276169265,"ACAD8"
"5240","ensg00000155621",0.265924276169265,"C9orf85"
"5241","ensg00000176087",0.265924276169265,"SLC35A4"
"5242","ensg00000178467",0.265924276169265,"P4HTM"
"5243","ensg00000183628",0.265924276169265,"DGCR6"
"5244","ensg00000213699",0.265924276169265,"SLC35F6"
"5245","ensg00000101974",0.265478841870824,"ATP11C"
"5246","ensg00000103534",0.265478841870824,"TMC5"
"5247","ensg00000107951",0.265478841870824,"MTPAP"
"5248","ensg00000116688",0.265478841870824,"MFN2"
"5249","ensg00000116786",0.265478841870824,"PLEKHM2"
"5250","ensg00000146842",0.265478841870824,"TMEM209"
"5251","ensg00000116830",0.265033407572383,"TTF2"
"5252","ensg00000130024",0.265033407572383,"PHF10"
"5253","ensg00000169683",0.265033407572383,"LRRC45"
"5254","ensg00000040341",0.264587973273942,"STAU2"
"5255","ensg00000116663",0.264587973273942,"FBXO6"
"5256","ensg00000127952",0.264587973273942,"STYXL1"
"5257","ensg00000171160",0.264587973273942,"MORN4"
"5258","ensg00000178401",0.264587973273942,"DNAJC22"
"5259","ensg00000183495",0.264587973273942,"EP400"
"5260","ensg00000185728",0.264587973273942,"YTHDF3"
"5261","ensg00000058056",0.264142538975501,"USP13"
"5262","ensg00000162695",0.264142538975501,"SLC30A7"
"5263","ensg00000170266",0.264142538975501,"GLB1"
"5264","ensg00000173273",0.264142538975501,"TNKS"
"5265","ensg00000184903",0.264142538975501,"IMMP2L"
"5266","ensg00000196670",0.264142538975501,"ZFP62"
"5267","ensg00000197961",0.264142538975501,"ZNF121"
"5268","ensg00000006837",0.26369710467706,"CDKL3"
"5269","ensg00000033867",0.26369710467706,"SLC4A7"
"5270","ensg00000100023",0.26369710467706,"PPIL2"
"5271","ensg00000105229",0.26369710467706,"PIAS4"
"5272","ensg00000115289",0.26369710467706,"PCGF1"
"5273","ensg00000236287",0.26369710467706,"ZBED5"
"5274","ensg00000093000",0.263251670378619,"NUP50"
"5275","ensg00000100325",0.263251670378619,"ASCC2"
"5276","ensg00000100888",0.263251670378619,"CHD8"
"5277","ensg00000108021",0.263251670378619,"FAM208B"
"5278","ensg00000119760",0.263251670378619,"SUPT7L"
"5279","ensg00000130939",0.263251670378619,"UBE4B"
"5280","ensg00000140463",0.263251670378619,"BBS4"
"5281","ensg00000144120",0.263251670378619,"TMEM177"
"5282","ensg00000172766",0.263251670378619,"NAA16"
"5283","ensg00000186687",0.263251670378619,"LYRM7"
"5284","ensg00000247498",0.263251670378619,""
"5285","ensg00000101057",0.262806236080178,"MYBL2"
"5286","ensg00000142867",0.262806236080178,"BCL10"
"5287","ensg00000142871",0.262806236080178,"CYR61"
"5288","ensg00000144366",0.262806236080178,"GULP1"
"5289","ensg00000162851",0.262806236080178,"TFB2M"
"5290","ensg00000183323",0.262806236080178,"CCDC125"
"5291","ensg00000196363",0.262806236080178,"WDR5"
"5292","ensg00000254093",0.262806236080178,"PINX1"
"5293","ensg00000164144",0.262360801781737,"ARFIP1"
"5294","ensg00000165055",0.262360801781737,"METTL2B"
"5295","ensg00000171503",0.262360801781737,"ETFDH"
"5296","ensg00000185917",0.262360801781737,"SETD4"
"5297","ensg00000239789",0.262360801781737,"MRPS17"
"5298","ensg00000257315",0.262360801781737,"ZBED6"
"5299","ensg00000111817",0.261915367483296,"DSE"
"5300","ensg00000117625",0.261915367483296,"RCOR3"
"5301","ensg00000165476",0.261915367483296,"REEP3"
"5302","ensg00000244219",0.261915367483296,"TMEM225B"
"5303","ensg00000087053",0.261469933184855,"MTMR2"
"5304","ensg00000101199",0.261469933184855,"ARFGAP1"
"5305","ensg00000101350",0.261469933184855,"KIF3B"
"5306","ensg00000104756",0.261469933184855,"KCTD9"
"5307","ensg00000119397",0.261469933184855,"CNTRL"
"5308","ensg00000121621",0.261469933184855,"KIF18A"
"5309","ensg00000127452",0.261469933184855,"FBXL12"
"5310","ensg00000156304",0.261469933184855,"SCAF4"
"5311","ensg00000171604",0.261469933184855,"CXXC5"
"5312","ensg00000196313",0.261469933184855,"POM121"
"5313","ensg00000067113",0.261024498886414,"PLPP1"
"5314","ensg00000115129",0.261024498886414,"TP53I3"
"5315","ensg00000135924",0.261024498886414,"DNAJB2"
"5316","ensg00000136444",0.261024498886414,"RSAD1"
"5317","ensg00000136830",0.261024498886414,"FAM129B"
"5318","ensg00000149658",0.261024498886414,"YTHDF1"
"5319","ensg00000163684",0.261024498886414,"RPP14"
"5320","ensg00000164329",0.261024498886414,"PAPD4"
"5321","ensg00000168807",0.261024498886414,"SNTB2"
"5322","ensg00000058729",0.260579064587973,"RIOK2"
"5323","ensg00000112414",0.260579064587973,"ADGRG6"
"5324","ensg00000117525",0.260579064587973,"F3"
"5325","ensg00000134900",0.260579064587973,"TPP2"
"5326","ensg00000139620",0.260579064587973,"KANSL2"
"5327","ensg00000171163",0.260579064587973,"ZNF692"
"5328","ensg00000198740",0.260579064587973,"ZNF652"
"5329","ensg00000011114",0.260133630289532,"BTBD7"
"5330","ensg00000075336",0.260133630289532,"TIMM21"
"5331","ensg00000082153",0.260133630289532,"BZW1"
"5332","ensg00000101849",0.260133630289532,"TBL1X"
"5333","ensg00000103995",0.260133630289532,"CEP152"
"5334","ensg00000109320",0.260133630289532,"NFKB1"
"5335","ensg00000162600",0.260133630289532,"OMA1"
"5336","ensg00000171792",0.260133630289532,"RHNO1"
"5337","ensg00000025156",0.259688195991091,"HSF2"
"5338","ensg00000087157",0.259688195991091,"PGS1"
"5339","ensg00000100056",0.259688195991091,"DGCR14"
"5340","ensg00000105251",0.259688195991091,"SHD"
"5341","ensg00000107331",0.259688195991091,"ABCA2"
"5342","ensg00000116809",0.259688195991091,"ZBTB17"
"5343","ensg00000139436",0.259688195991091,"GIT2"
"5344","ensg00000163608",0.259688195991091,"NEPRO"
"5345","ensg00000167491",0.259688195991091,"GATAD2A"
"5346","ensg00000177030",0.259688195991091,"DEAF1"
"5347","ensg00000198792",0.259688195991091,"TMEM184B"
"5348","ensg00000198815",0.259688195991091,"FOXJ3"
"5349","ensg00000083535",0.25924276169265,"PIBF1"
"5350","ensg00000101138",0.25924276169265,"CSTF1"
"5351","ensg00000119899",0.25924276169265,"SLC17A5"
"5352","ensg00000133302",0.25924276169265,"SLF1"
"5353","ensg00000151502",0.25924276169265,"VPS26B"
"5354","ensg00000165113",0.25924276169265,"GKAP1"
"5355","ensg00000182400",0.25924276169265,"TRAPPC6B"
"5356","ensg00000197457",0.25924276169265,"STMN3"
"5357","ensg00000005007",0.258797327394209,"UPF1"
"5358","ensg00000006114",0.258797327394209,NA
"5359","ensg00000099917",0.258797327394209,"MED15"
"5360","ensg00000116641",0.258797327394209,"DOCK7"
"5361","ensg00000163644",0.258797327394209,"PPM1K"
"5362","ensg00000177042",0.258797327394209,"TMEM80"
"5363","ensg00000116871",0.258351893095768,"MAP7D1"
"5364","ensg00000121775",0.258351893095768,"TMEM39B"
"5365","ensg00000121897",0.258351893095768,"LIAS"
"5366","ensg00000145414",0.258351893095768,"NAF1"
"5367","ensg00000163386",0.258351893095768,NA
"5368","ensg00000176624",0.258351893095768,"MEX3C"
"5369","ensg00000019995",0.257906458797327,"ZRANB1"
"5370","ensg00000072071",0.257906458797327,"ADGRL1"
"5371","ensg00000077782",0.257906458797327,"FGFR1"
"5372","ensg00000084073",0.257906458797327,"ZMPSTE24"
"5373","ensg00000125450",0.257906458797327,"NUP85"
"5374","ensg00000132017",0.257906458797327,"DCAF15"
"5375","ensg00000143457",0.257906458797327,"GOLPH3L"
"5376","ensg00000118046",0.257461024498886,"STK11"
"5377","ensg00000132405",0.257461024498886,"TBC1D14"
"5378","ensg00000148358",0.257461024498886,"GPR107"
"5379","ensg00000158747",0.257461024498886,"NBL1"
"5380","ensg00000182372",0.257461024498886,"CLN8"
"5381","ensg00000237441",0.257461024498886,"RGL2"
"5382","ensg00000091127",0.257015590200445,"PUS7"
"5383","ensg00000143878",0.257015590200445,"RHOB"
"5384","ensg00000156253",0.257015590200445,"RWDD2B"
"5385","ensg00000163125",0.257015590200445,"RPRD2"
"5386","ensg00000171155",0.257015590200445,"C1GALT1C1"
"5387","ensg00000204228",0.257015590200445,"HSD17B8"
"5388","ensg00000141098",0.256570155902004,"GFOD2"
"5389","ensg00000169583",0.256570155902004,"CLIC3"
"5390","ensg00000257913",0.256570155902004,""
"5391","ensg00000005187",0.256124721603563,"ACSM3"
"5392","ensg00000073111",0.256124721603563,"MCM2"
"5393","ensg00000114739",0.256124721603563,"ACVR2B"
"5394","ensg00000117682",0.256124721603563,"DHDDS"
"5395","ensg00000138867",0.256124721603563,"GUCD1"
"5396","ensg00000198925",0.256124721603563,"ATG9A"
"5397","ensg00000008128",0.255679287305123,"CDK11A"
"5398","ensg00000087076",0.255679287305123,"HSD17B14"
"5399","ensg00000107317",0.255679287305123,"PTGDS"
"5400","ensg00000123374",0.255679287305123,"CDK2"
"5401","ensg00000125817",0.255679287305123,"CENPB"
"5402","ensg00000143753",0.255679287305123,"DEGS1"
"5403","ensg00000150722",0.255679287305123,"PPP1R1C"
"5404","ensg00000162813",0.255679287305123,"BPNT1"
"5405","ensg00000164331",0.255679287305123,"ANKRA2"
"5406","ensg00000180376",0.255679287305123,"CCDC66"
"5407","ensg00000100263",0.255233853006681,"RHBDD3"
"5408","ensg00000101246",0.255233853006681,"ARFRP1"
"5409","ensg00000115275",0.255233853006681,"MOGS"
"5410","ensg00000138190",0.255233853006681,"EXOC6"
"5411","ensg00000080986",0.254788418708241,"NDC80"
"5412","ensg00000115271",0.254788418708241,"GCA"
"5413","ensg00000121274",0.254788418708241,"PAPD5"
"5414","ensg00000144199",0.254788418708241,"FAHD2B"
"5415","ensg00000166224",0.254788418708241,"SGPL1"
"5416","ensg00000175224",0.254788418708241,"ATG13"
"5417","ensg00000188021",0.254788418708241,"UBQLN2"
"5418","ensg00000197461",0.254788418708241,"PDGFA"
"5419","ensg00000111653",0.2543429844098,"ING4"
"5420","ensg00000139154",0.2543429844098,"AEBP2"
"5421","ensg00000083642",0.253897550111359,"PDS5B"
"5422","ensg00000110987",0.253897550111359,"BCL7A"
"5423","ensg00000123154",0.253897550111359,"WDR83"
"5424","ensg00000124789",0.253897550111359,"NUP153"
"5425","ensg00000125731",0.253897550111359,"SH2D3A"
"5426","ensg00000135164",0.253897550111359,"DMTF1"
"5427","ensg00000137992",0.253897550111359,"DBT"
"5428","ensg00000159110",0.253897550111359,"IFNAR2"
"5429","ensg00000159166",0.253897550111359,"LAD1"
"5430","ensg00000163602",0.253897550111359,"RYBP"
"5431","ensg00000027847",0.253452115812918,"B4GALT7"
"5432","ensg00000101191",0.253452115812918,"DIDO1"
"5433","ensg00000157800",0.253452115812918,"SLC37A3"
"5434","ensg00000168765",0.253452115812918,"GSTM4"
"5435","ensg00000103051",0.253006681514477,"COG4"
"5436","ensg00000115514",0.253006681514477,"TXNDC9"
"5437","ensg00000177189",0.253006681514477,"RPS6KA3"
"5438","ensg00000178028",0.253006681514477,"DMAP1"
"5439","ensg00000197976",0.253006681514477,"AKAP17A"
"5440","ensg00000031691",0.252561247216036,"CENPQ"
"5441","ensg00000037042",0.252561247216036,"TUBG2"
"5442","ensg00000078687",0.252561247216036,"TNRC6C"
"5443","ensg00000119523",0.252561247216036,"ALG2"
"5444","ensg00000122779",0.252561247216036,"TRIM24"
"5445","ensg00000123124",0.252561247216036,"WWP1"
"5446","ensg00000142065",0.252561247216036,"ZFP14"
"5447","ensg00000158286",0.252561247216036,"RNF207"
"5448","ensg00000160714",0.252561247216036,"UBE2Q1"
"5449","ensg00000186448",0.252561247216036,"ZNF197"
"5450","ensg00000227279",0.252561247216036,""
"5451","ensg00000049541",0.252115812917595,"RFC2"
"5452","ensg00000083223",0.252115812917595,"ZCCHC6"
"5453","ensg00000130717",0.252115812917595,"UCK1"
"5454","ensg00000164930",0.252115812917595,"FZD6"
"5455","ensg00000179294",0.252115812917595,NA
"5456","ensg00000185909",0.252115812917595,"KLHDC8B"
"5457","ensg00000104853",0.251670378619154,"CLPTM1"
"5458","ensg00000108641",0.251670378619154,"B9D1"
"5459","ensg00000214530",0.251670378619154,"STARD10"
"5460","ensg00000049167",0.251224944320713,"ERCC8"
"5461","ensg00000100335",0.251224944320713,"MIEF1"
"5462","ensg00000100523",0.251224944320713,"DDHD1"
"5463","ensg00000107938",0.251224944320713,"EDRF1"
"5464","ensg00000112167",0.251224944320713,"SAYSD1"
"5465","ensg00000162062",0.251224944320713,"C16orf59"
"5466","ensg00000168159",0.251224944320713,"RNF187"
"5467","ensg00000171723",0.251224944320713,"GPHN"
"5468","ensg00000234545",0.251224944320713,"FAM133B"
"5469","ensg00000076685",0.250779510022272,"NT5C2"
"5470","ensg00000106266",0.250779510022272,"SNX8"
"5471","ensg00000173020",0.250779510022272,"GRK2"
"5472","ensg00000105287",0.250334075723831,"PRKD2"
"5473","ensg00000107897",0.250334075723831,"ACBD5"
"5474","ensg00000143889",0.250334075723831,"HNRNPLL"
"5475","ensg00000145194",0.250334075723831,"ECE2"
"5476","ensg00000240065",0.250334075723831,"PSMB9"
"5477","ensg00000009950",0.24988864142539,"MLXIPL"
"5478","ensg00000137269",0.24988864142539,"LRRC1"
"5479","ensg00000141577",0.24988864142539,"CEP131"
"5480","ensg00000148468",0.24988864142539,"FAM171A1"
"5481","ensg00000149418",0.24988864142539,"ST14"
"5482","ensg00000166889",0.24988864142539,"PATL1"
"5483","ensg00000260136",0.24988864142539,""
"5484","ensg00000051596",0.249443207126949,"THOC3"
"5485","ensg00000094975",0.249443207126949,"SUCO"
"5486","ensg00000105289",0.249443207126949,"TJP3"
"5487","ensg00000112759",0.249443207126949,"SLC29A1"
"5488","ensg00000132964",0.249443207126949,"CDK8"
"5489","ensg00000133812",0.249443207126949,"SBF2"
"5490","ensg00000136279",0.249443207126949,"DBNL"
"5491","ensg00000136943",0.249443207126949,"CTSV"
"5492","ensg00000140006",0.249443207126949,"WDR89"
"5493","ensg00000243449",0.249443207126949,"C4orf48"
"5494","ensg00000039560",0.248997772828508,"RAI14"
"5495","ensg00000072756",0.248997772828508,"TRNT1"
"5496","ensg00000089775",0.248997772828508,"ZBTB25"
"5497","ensg00000099624",0.248997772828508,"ATP5D"
"5498","ensg00000107130",0.248997772828508,"NCS1"
"5499","ensg00000115966",0.248997772828508,"ATF2"
"5500","ensg00000129250",0.248997772828508,"KIF1C"
"5501","ensg00000139641",0.248997772828508,"ESYT1"
"5502","ensg00000162817",0.248997772828508,"C1orf115"
"5503","ensg00000169604",0.248997772828508,"ANTXR1"
"5504","ensg00000205809",0.248997772828508,"KLRC2"
"5505","ensg00000105483",0.248552338530067,"CARD8"
"5506","ensg00000133961",0.248552338530067,"NUMB"
"5507","ensg00000180953",0.248552338530067,"ST20"
"5508","ensg00000213341",0.248552338530067,"CHUK"
"5509","ensg00000088766",0.248106904231626,"CRLS1"
"5510","ensg00000132423",0.248106904231626,"COQ3"
"5511","ensg00000144597",0.248106904231626,"EAF1"
"5512","ensg00000147416",0.248106904231626,"ATP6V1B2"
"5513","ensg00000151746",0.248106904231626,"BICD1"
"5514","ensg00000165097",0.248106904231626,"KDM1B"
"5515","ensg00000170903",0.248106904231626,"MSANTD4"
"5516","ensg00000176208",0.248106904231626,"ATAD5"
"5517","ensg00000197785",0.248106904231626,"ATAD3A"
"5518","ensg00000233184",0.248106904231626,""
"5519","ensg00000068308",0.247661469933185,"OTUD5"
"5520","ensg00000071859",0.247661469933185,"FAM50A"
"5521","ensg00000110756",0.247661469933185,"HPS5"
"5522","ensg00000111670",0.247661469933185,"GNPTAB"
"5523","ensg00000155111",0.247661469933185,"CDK19"
"5524","ensg00000158526",0.247661469933185,"TSR2"
"5525","ensg00000182621",0.247661469933185,"PLCB1"
"5526","ensg00000188786",0.247661469933185,"MTF1"
"5527","ensg00000068394",0.247216035634744,"GPKOW"
"5528","ensg00000125375",0.247216035634744,"ATP5S"
"5529","ensg00000130396",0.247216035634744,"AFDN"
"5530","ensg00000138032",0.247216035634744,"PPM1B"
"5531","ensg00000164961",0.247216035634744,"WASHC5"
"5532","ensg00000230082",0.247216035634744,"PRRT3-AS1"
"5533","ensg00000236924",0.247216035634744,""
"5534","ensg00000241127",0.247216035634744,"YAE1D1"
"5535","ensg00000037474",0.246770601336303,"NSUN2"
"5536","ensg00000070018",0.246770601336303,"LRP6"
"5537","ensg00000107821",0.246770601336303,"KAZALD1"
"5538","ensg00000119661",0.246770601336303,"DNAL1"
"5539","ensg00000143756",0.246770601336303,"FBXO28"
"5540","ensg00000143971",0.246770601336303,"ETAA1"
"5541","ensg00000147130",0.246770601336303,"ZMYM3"
"5542","ensg00000149499",0.246770601336303,"EML3"
"5543","ensg00000196411",0.246770601336303,"EPHB4"
"5544","ensg00000272369",0.246770601336303,""
"5545","ensg00000023516",0.246325167037862,"AKAP11"
"5546","ensg00000085872",0.246325167037862,"CHERP"
"5547","ensg00000134107",0.246325167037862,"BHLHE40"
"5548","ensg00000136021",0.246325167037862,"SCYL2"
"5549","ensg00000139112",0.246325167037862,"GABARAPL1"
"5550","ensg00000179152",0.246325167037862,"TCAIM"
"5551","ensg00000225489",0.246325167037862,""
"5552","ensg00000267427",0.246325167037862,NA
"5553","ensg00000108960",0.245879732739421,"MMD"
"5554","ensg00000138376",0.245879732739421,"BARD1"
"5555","ensg00000160877",0.245879732739421,"NACC1"
"5556","ensg00000163798",0.245879732739421,"SLC4A1AP"
"5557","ensg00000081189",0.24543429844098,"MEF2C"
"5558","ensg00000091732",0.24543429844098,"ZC3HC1"
"5559","ensg00000100304",0.24543429844098,"TTLL12"
"5560","ensg00000119862",0.24543429844098,"LGALSL"
"5561","ensg00000124508",0.24543429844098,"BTN2A2"
"5562","ensg00000129003",0.24543429844098,"VPS13C"
"5563","ensg00000145675",0.24543429844098,"PIK3R1"
"5564","ensg00000153250",0.24543429844098,"RBMS1"
"5565","ensg00000162601",0.24543429844098,"MYSM1"
"5566","ensg00000163312",0.24543429844098,"HELQ"
"5567","ensg00000165417",0.24543429844098,"GTF2A1"
"5568","ensg00000166170",0.24543429844098,"BAG5"
"5569","ensg00000101447",0.244988864142539,"FAM83D"
"5570","ensg00000123684",0.244988864142539,"LPGAT1"
"5571","ensg00000132950",0.244988864142539,"ZMYM5"
"5572","ensg00000105983",0.244543429844098,"LMBR1"
"5573","ensg00000115970",0.244543429844098,"THADA"
"5574","ensg00000132879",0.244543429844098,"FBXO44"
"5575","ensg00000133030",0.244543429844098,"MPRIP"
"5576","ensg00000138035",0.244543429844098,"PNPT1"
"5577","ensg00000156502",0.244543429844098,"SUPV3L1"
"5578","ensg00000177764",0.244543429844098,NA
"5579","ensg00000183891",0.244543429844098,"TTC32"
"5580","ensg00000239467",0.244543429844098,""
"5581","ensg00000056586",0.244097995545657,"RC3H2"
"5582","ensg00000099331",0.244097995545657,"MYO9B"
"5583","ensg00000107262",0.244097995545657,"BAG1"
"5584","ensg00000108179",0.244097995545657,"PPIF"
"5585","ensg00000117691",0.244097995545657,"NENF"
"5586","ensg00000141738",0.244097995545657,"GRB7"
"5587","ensg00000153487",0.244097995545657,"ING1"
"5588","ensg00000241878",0.244097995545657,"PISD"
"5589","ensg00000073008",0.243652561247216,"PVR"
"5590","ensg00000090470",0.243652561247216,"PDCD7"
"5591","ensg00000105810",0.243652561247216,"CDK6"
"5592","ensg00000114999",0.243652561247216,"TTL"
"5593","ensg00000124370",0.243652561247216,"MCEE"
"5594","ensg00000130254",0.243652561247216,"SAFB2"
"5595","ensg00000132275",0.243652561247216,"RRP8"
"5596","ensg00000132716",0.243652561247216,"DCAF8"
"5597","ensg00000141179",0.243652561247216,"PCTP"
"5598","ensg00000173846",0.243652561247216,"PLK3"
"5599","ensg00000197780",0.243652561247216,"TAF13"
"5600","ensg00000006715",0.243207126948775,"VPS41"
"5601","ensg00000042445",0.243207126948775,"RETSAT"
"5602","ensg00000109171",0.243207126948775,"SLAIN2"
"5603","ensg00000111269",0.243207126948775,"CREBL2"
"5604","ensg00000121486",0.243207126948775,"TRMT1L"
"5605","ensg00000151694",0.243207126948775,"ADAM17"
"5606","ensg00000159842",0.243207126948775,"ABR"
